section,category_code,category_name,group_code,group_name,oem_number,quantity,production_period,applicable_option,spec_color,trim_code,applies_for_models,notes,replacements
body,540,FENDER,0474S,TAPPING SCREW-HEXAGON FLANGE HEAD,047406127,,,,,,,,
body,540,FENDER,57110,"FENDER COMPLETE-FRONT,RIGHT",57110AC100,01,01.06.1997 - 30.11.1998,,,,S +W,,
body,540,FENDER,57110A,"FENDER COMPLETE-FRONT,LEFT",57110AC110,01,01.06.1997 - 30.11.1998,,,,S +W,,
body,540,FENDER,57150,"BRACKET-FRONT HOOD BUFFER,RIGHT",57150AA000,01,01.06.1997 - 30.11.1998,,,,S +W,,
body,540,FENDER,57150A,"BRACKET-FRONT HOOD BUFFER,LEFT",57150AA010,01,01.06.1997 - 30.11.1998,,,,S +W,,
body,540,FENDER,M810002,bolt,901810002,16,01.06.1997 - 30.11.1998,,,,S +W,,
