# Door Parts
11 exploded diagrams | BG5P Legacy GL EJ20E SOHC NA

## Parts by Diagram

### 600_01: FRONT DOOR PANEL
62329FA021 | SCREW x04 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25+OBK) +W.LX.A/S +W.LX.AT
62314FA100 | STRIKER-DOOR x02 | 02.1997 - 11.1998 | S +W
62316AC041 | ACTUATOR-REAR DOOR,RIGHT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25+OBK) +W.LX.A/S +W.LX.AT
62316AC051 | ACTUATOR-REAR DOOR,LEFT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25+OBK) +W.LX.A/S +W.LX.AT
63410AC020WG | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.2W.GL +S.25 +W.2W.GL +W.(25+OBK)
63410AC030WG | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.2W.GL +S.25 +W.2W.GL +W.(25+OBK)
63410AC030UF | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.GL.EJ20E +S.25 +W.(GL+25+OBK)
63410AC030UA | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25)
63410AC030SG | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25)
63410AC030LG | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.GL.EJ20E +S.25 +W.(GL+25)
63410AC030IB | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25)
63410AC030FM | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25+OBK)
63410AC030FT | HANDLE ASSEMBLY-REAR DOOR OUTER LEFT x01 | 02.1997 - 11.1998 | S.GL.EJ20E +S.25 +W.(GL+25)
63410AC020UF | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.GL.EJ20E +S.25 +W.(GL+25+OBK)
63410AC020SG | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25)
63410AC020LG | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.GL.EJ20E +S.25 +W.(GL+25)
63410AC020IB | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25)
63410AC020FT | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.GL.EJ20E +S.25 +W.(GL+25)
63410AC020FM | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25+OBK)
63410AC020UA | HANDLE ASSEMBLY-REAR DOOR OUTER RIGHT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25)
661179000 | SCREW GROMMET x06 | 02.1997 - 11.1998 | S +W
63411AC000 | ROD-HANDLE,OUTER REAR RIGHT x01 | 02.1997 - 11.1998 | S +W
63411AC010 | ROD-HANDLE,OUTER REAR LEFT x01 | 02.1997 - 11.1998 | S +W
62412FA020 | HOLDER-DOOR HANDLE FRONT,RIGHT x01 | 02.1997 - 11.1998 | S +W
62412FA030 | HOLDER-DOOR HANDLE FRONT,LEFT x01 | 02.1997 - 11.1998 | S +W
62530AC000 | TAPPING SCREW-DOOR PARTS x04 | 02.1997 - 11.1998 | S +W
901000158 | FLANGE BOLT x05 | 02.1997 - 11.1998 | S +W
62510AC000ML | REMOTE ASSEMBLY-DOOR,RIGHT x01 | 02.1997 - 11.1998 | S +W
62510AC010ML | REMOTE ASSEMBLY-DOOR,LEFT x01 | 02.1997 - 11.1998 | S +W
62520AC000 | HOLDER-REMOTE x02 | 02.1997 - 11.1998 | S +W
760182000 | LABEL-CHILD LOCK x02 | 02.1997 - 11.1998 | S +W
909205041 | CLIP x02 | 02.1997 - 11.1998 | S +W
901000058 | FLANGE BOLT x04 | 02.1997 - 11.1998 | S +W
63318AC000 | LATCH & BRACKET-REAR DOOR,RIGHT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25+OBK) +W.LX.A/S +W.LX.AT
63318AC010 | LATCH & BRACKET-REAR DOOR,LEFT x01 | 02.1997 - 11.1998 | S.(GL+25) +W.(GL+25+OBK) +W.LX.A/S +W.LX.AT

### 620_01: BACK DOOR PANEL
(no parts data)

### 621_01: BACK DOOR GLASS
(no parts data)

### 622_01: BACK DOOR PARTS
(no parts data)
