section,category_code,category_name,group_code,group_name,oem_number,quantity,production_period,applicable_option,spec_color,trim_code,applies_for_models,notes,replacements
body,913,PROTECTOR,0450S,TAPPING SCREW-TRUSS HEAD,045003100,,,,,,,,
body,913,PROTECTOR,91012D,"PROTECTOR-FRONT DOOR,RIGHT",91082AC001NN,01,01.06.1997 - 30.11.1998,,,,S +W.(LX+TXS+BRI#+TSR+GT#+25T#),,
body,913,PROTECTOR,91012E,"PROTECTOR-FRONT DOOR,LEFT",91082AC011NN,01,01.06.1997 - 30.11.1998,,,,S +W.(LX+TXS+BRI#+TSR+GT#+25T#),,
body,913,PROTECTOR,91012H,"PROTECTOR-REAR DOOR,RIGHT",91082AC041NN,01,01.06.1997 - 30.11.1998,,,,S +W.(LX+TXS+BRI#+TSR+GT#+25T#),,
body,913,PROTECTOR,91012I,"PROTECTOR-REAR DOOR,LEFT",91082AC051NN,01,01.06.1997 - 30.11.1998,,,,S +W.(LX+TXS+BRI#+TSR+GT#+25T#),,
