section,category_code,category_name,group_code,group_name,oem_number,quantity,production_period,applicable_option,spec_color,trim_code,applies_for_models,notes,replacements
body,510,RADIATOR PANEL,50812,STAY COMPLETE-HOOD LOCK,50812AA010,01,01.06.1997 - 30.11.1998,,,,S.(LX+TXS+BRI#+TSR) +W.(LX+TXS+BRI#+TSR),,
body,510,RADIATOR PANEL,51231,"SUPPORT-RADIATOR CORE,LOWER",51231AC410,01,01.06.1997 - 30.11.1998,,,,S.(LX+TXS+BRI#+TSR) +W.(LX+TXS+BRI#+TSR),,
body,510,RADIATOR PANEL,53010A,"PANEL COMPLETE-RADIATOR,UPPER",53060AC000,01,01.06.1997 - 30.11.1998,,,,S +W,,
body,510,RADIATOR PANEL,53010B,"PANEL COMPLETE-RADIATOR SIDE,RIGHT",53020AC001,01,01.06.1997 - 30.11.1998,,,,S +W,,
body,510,RADIATOR PANEL,53010C,"PANEL COMPLETE-RADIATOR SIDE,LEFT",53020AC010,01,01.06.1997 - 30.11.1998,,,,S +W,,
