section,category_code,category_name,group_code,group_name,oem_number,quantity,production_period,applicable_option,spec_color,trim_code,applies_for_models,notes,replacements
engine,036,WATER PIPE (1),0923S,HOSE CLAMP,092313102,,,,,,,,
engine,036,WATER PIPE (1),14050,PIPE COMPLETE-WATER,14050AA180,01,01.06.1997 - 30.11.1998,,,,EJ18E +EJ20E +EJ20D +EJ25D,,
engine,036,WATER PIPE (1),21203,GAUGE ASSEMBLY-THERMO,21203AA030,01,01.06.1997 - 30.11.1998,,,,EJ18E +EJ20E +EJ20D +EJ25D,,
engine,036,WATER PIPE (1),22630,SENSOR ASSEMBLY-TEMPERATURE,22630AA041,01,01.06.1997 - 30.11.1998,,,,EJ18E +EJ20E +EJ20D +EJ25D,,
engine,036,WATER PIPE (1),A20682,bolt,800206820,04,01.06.1997 - 30.11.1998,,,,EJ18E +EJ20E +EJ20D +EJ25D,,
engine,036,WATER PIPE (1),G93301,seal O ring,806933010,02,01.06.1997 - 30.11.1998,,,,EJ18E +EJ20E +EJ20D +EJ25D,,
engine,036,WATER PIPE (1),H607191,HOSE,807607191,01,01.06.1997 - 30.11.1998,,,,EJ18E +EJ20E +EJ20D +EJ25D,,
